Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Market Cap
523391,Nahar Polyfilms Ltd.,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,T,5,INE308A01027,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,5870875000
544249,SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,BALAJEE,Shree Tirupati Balajee Agro Trading Company Ltd,Active,B,10,INE0S2G01011,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,5929370190
526642,Mirza International  Limited,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B,2,INE771A01026,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,5904014400
505978,Triton Valves Ltd.,TRITONV,TRITON VALVES LTD.,Active,XT,10,INE440G01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,5917813000
504176,High Energy Batteries (India) Ltd.,HIGHENE,HIGH ENERGY BATTERIES (INDIA) LTD.,Active,X,2,INE783E01023,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,5917031000
532710,Sadbhav Engineering Ltd.,SADBHAV,SADBHAV ENGINEERING LTD.,Active,B,1,INE226H01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,5900471398
500166,Goodricke Group Ltd.,GOODRICKE,GOODRICKE GROUP LTD.,Active,X,10,INE300A01016,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,5946479736
509709,International Conveyors Ltd.,INTLCONV,INTERNATIONAL CONVEYORS LTD.,Active,B,1,INE575C01027,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5870796595
511754,Shalibhadra Finance Ltd.,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,Active,X,10,INE861D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),5885785000
524444,EVEXIA LIFECARE LIMITED,EVEXIA,Evexia Lifecare Ltd,Active,X,1,INE313M01030,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,6036351500
532738,Tantia Constructions Limited,TCLCONS,TANTIA CONSTRUCTIONS LTD.,Active,T,1,INE388G01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,5890000000
513121,Oricon Enterprises Ltd.,ORICONENT,ORICON ENTERPRISES LTD.-$,Active,B,2,INE730A01022,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,5820188000
544219,VVIP Infratech Limited,VVIPIL,VVIP Infratech Ltd,Active,M,10,INE0MNP01016,Waste Management,Equity,Utilities,Utilities,Other Utilities,Waste Management,5754268000
539276,Kaya Limited,KAYA,Kaya Ltd,Active,T,10,INE587G01015,Wellness,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Wellness,5768157000
538451,Worth Investment & Trading Co Limited,WORTH,Worth Investment & Trading Co Ltd,Active,X,1,INE114O01020,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,5838051000
531638,Suraj Ltd.,SURAJLTD,SURAJ LTD.-$,Active,T,10,INE713C01016,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,5830661200
532666,FCS Software Solutions Ltd.,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Active,B,1,INE512B01022,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,5761193414
531082,Alankit Limited,ALANKIT,Alankit Ltd,Active,B,1,INE914E01040,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,5838048552
500074,BPL Ltd.,BPL,BPL LTD.,Active,B,10,INE110A01019,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,5708124000
533192,K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Active,T,1,INE790B01024,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,5665401689
526159,Nikhil Adhesives Ltd.,NIKHILAD,NIKHIL ADHESIVES LTD.-$,Active,X,1,INE926C01022,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,5676257790
530579,U. Y. FINCORP LIMITED,UYFINCORP,U. Y. Fincorp Ltd,Active,B,5,INE152C01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),5860192110
544205,National Peroxide Limited,NPL,National Peroxide Ltd,Active,B,10,INE0PO601011,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,5770849186
526668,Kamat Hotels (India) ltd.,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B,10,INE967C01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,5684937000
522004,Batliboi Ltd,BATLIBOI,BATLIBOI LTD.-$,Active,X,5,INE177C01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5578787000
544100,Nova Agritech Limited,NOVAAGRI,Nova Agritech Ltd,Active,T,2,INE02H701025,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,5647864334
509220,PTL Enterprises Ltd,PTL,PTL ENTERPRISES LTD.-$,Active,B,1,INE034D01049,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,5718686500
505750,Josts Engineering Co. Ltd.,JOSTS,JOST'S ENGINEERING CO.LTD.,Active,X,2,INE636D01033,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5618369000
505729,Singer India Limited,SINGER,SINGER INDIA LTD.,Active,X,2,INE638A01035,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,5533685721
532341,IZMO Limited,IZMO,IZMO Limited-$,Active,T,10,INE848A01014,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,5814846000
500213,International Travel House Ltd,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X,10,INE262B01016,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",5560575000
500467,Harrisons Malayalam Ltd.,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,T,10,INE544A01019,Rubber,Equity,Industrials,Capital Goods,Industrial Products,Rubber,5536622000
506261,MODISON LIMITED,MODISONLTD,Modison Ltd-$,Active,T,1,INE737D01021,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,5645975678
531400,Almondz Global Securities Limited,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,T,1,INE326B01035,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,5361644989
519003,Modi Naturals Limited,MODINATUR,Modi Naturals Limited,Active,XT,10,INE537F01012,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,5495542000
543539,MODI���S NAVNIRMAN LIMITED,MODIS,Modis Navnirman Ltd,Active,M,10,INE0L0L01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",5524718000
544230,SARASWATI SAREE DEPOT LIMITED,SSDL,Saraswati Saree Depot Ltd,Active,B,10,INE0PQ101010,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,5472296458
523229,Bharat Seats Ltd,BHARATSE,BHARAT SEATS LTD.-$,Active,X,2,INE415D01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,5435340000
526217,Hitech Corporation Limited,HITECHCORP,Hitech Corporation Ltd-$,Active,B,10,INE120D01012,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,5374214650
530477,Vikram Thermo (India) Ltd.,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,Active,X,10,INE337E01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,5475081000
532039,Zenotech Laboratories Limited,ZENOTECH,ZENOTECH LABORATORIES LTD.,Active,XT,10,INE486F01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5608708557
541400,ZIM Laboratories Limited,ZIMLAB,Zim Laboratories Ltd,Active,B,10,INE518E01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5359839100
505854,TRF Ltd,TRF,TRF LTD.-$,Active,B,10,INE391D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5626556000
500259,Lyka Labs Ltd.,LYKALABS,LYKA LABS LTD.,Active,B,10,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5228942000
532907,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,Z,10,INE369I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,5369408000
524500,Kilitch Drugs (I) Ltd.,KILITCH,KILITCH DRUGS (INDIA) LTD.,Active,B,10,INE729D01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5331289000
531359,Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,XT,10,INE777G01012,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company,5329108000
509162,Indag Rubber Ltd.,INDAG,INDAG RUBBER LTD.-$,Active,XT,2,INE802D01023,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,5328750000
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,Active,X,10,INE770A01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,5335566000
505690,Brady & Morris Engineering Co. Ltd.,BRADYM,BRADY & MORRIS ENGINEERING CO.LTD.,Active,XT,10,INE856A01017,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,5318325000
532853,Asahi Songwon Colors Ltd.,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,T,10,INE228I01012,Dyes And Pigments,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,5317234000
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,T,2,INE637H01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,5388778000
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T,1,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,5146090225
526775,Valiant Communications Ltd.,VALIANT,VALIANT COMMUNICATIONS LTD.-$,Active,X,10,INE760B01019,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,5206914000
500120,Diamines & Chemicals Ltd.,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,Active,B,10,INE591D01014,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,5228074817
532980,Gokul Refoils and Solvent Limited,GOKUL,GOKUL REFOILS & SOLVENT LTD.,Active,B,2,INE020J01029,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,5193426501
542285,Axita Cotton Limited,AXITA,Axita Cotton Ltd,Active,B,1,INE02EZ01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,5216605499
507438,IFB Agro Industries Ltd,IFBAGRO,IFB AGRO INDUSTRIES LTD.,Active,B,10,INE076C01018,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,5233873000
543636,Dc Infotech and Communication Limited,DCI,Dc Infotech and Communication Ltd,Active,T,10,INE0A1101019,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,5203900000
530927,Haryana Financial Corporation ltd.,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,Active,ZP,10,INE737G01016,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,5214295000
538772,Niyogin Fintech Limited,NIYOGIN,Niyogin Fintech Ltd,Active,X,10,INE480D01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),5154627430
532707,Dynemic Products Ltd.,DYNPRO,DYNEMIC PRODUCTS LTD.,Active,T,10,INE256H01015,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,5192053000
531225,XTGLOBAL INFOTECH LIMITED,XTGLOBAL,Xtglobal Infotech Ltd,Active,B,1,INE547B01028,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,5417728200
523792,Mazda Ltd.,MAZDA,MAZDA LTD.-$,Active,B,10,INE885E01034,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5208031570
517273,S & S Power Switchgears Ltd.,S&SPOWER,S&S POWER SWITCHGEAR LTD.,Active,T,10,INE902B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,5171109000
531959,Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Limited,Active,XT,1,INE997D01021,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,5195896000
500500,Hindustan Motors Ltd.,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,T,5,INE253A01025,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,5158058000
518091,Anjani Portland Cement Ltd.,APCL,ANJANI PORTLAND CEMENT LTD.-$,Active,B,10,INE071F01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,5131182861
514316,Raghuvir Synthetics Ltd.,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,Active,X,1,INE969C01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,5047188000
531652,Thirdwave Financial Intermediaries,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Active,XT,10,INE528C01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),5115830000
544124,VIBHOR STEEL TUBES LIMITED,VSTL,Vibhor Steel Tubes Ltd,Active,B,10,INE0QTF01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,5038321000
544248,MACH CONFERENCES AND EVENTS LIMITED,MCEL,Mach Conferences And Events Ltd,Active,M,10,INE0UYT01018,Other Consumer Services,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,5090978200
505336,HARSHIL AGROTECH LIMITED,HARSHILAGR,Harshil Agrotech Ltd,Active,XT,1,INE098E01026,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5100320000
543782,Sealmatic India Limited,SEALMATIC,Sealmatic India Ltd,Active,M,10,INE0O4601016,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products,5078860110
541228,Taylormade Renewables Limited,TRL,Taylormade Renewables Ltd,Active,B,10,INE459Z01017,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,5195337000
543998,Valiant Laboratories Limited,VALIANTLAB,Valiant Laboratories Ltd,Active,B,10,INE0JWS01017,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4956341486
542231,Nila Spaces Ltd,NILASPACES,Nila Spaces Ltd,Active,T,1,INE00S901012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",5049659423
504731,AZAD INDIA MOBILITY LIMITED,AZADIND,Azad India Mobility Ltd,Active,XT,10,INE566M01017,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,4964461840
541304,Indo US Bio-Tech Limited,INDOUS,Indo Us Bio-Tech Ltd,Active,B,10,INE250Z01010,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,5104236661
532952,Nahar Capital & Financial Services Ltd.,NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Active,B,5,INE049I01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,5040594160
531381,Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,XT,10,INE413D01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",5008210000
532993,SEJAL GLASS LIMITED,SEJALLTD,Sejal Glass Ltd,Active,B,10,INE955I01044,Glass - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Glass - Industrial,4992433640
523023,Sinclairs Hotels  Ltd,SINCLAIR,SINCLAIRS HOTELS LTD.-$,Active,B,2,INE985A01022,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,4855859972
539894,Madhav Infra Projects Limited,MADHAVIPL,Madhav Infra Projects Ltd,Active,XT,1,INE631R01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,4723069000
530377,Nila Infrastructures Ltd,NILAINFRA,NILA INFRASTRUCTURES LTD.,Active,B,1,INE937C01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",4970880396
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,Quest Capital Markets Ltd,Active,X,10,INE418C01012,Other Capital Market related Services,Equity,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services,5117500000
543930,URAVI T AND WEDGE LAMPS LIMITED,URAVI,Uravi T And Wedge Lamps Ltd,Active,T,10,INE568Z01015,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,4905450134
512626,Orbit Exports Ltd.,ORBTEXP,ORBIT EXPORTS LTD.,Active,B,10,INE231G01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,4936170100
530365,Orient Bell Limited,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B,10,INE607D01018,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,4868021000
532628,3i Infotech limited,3IINFOLTD,3I INFOTECH LTD.,Active,B,10,INE748C01038,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,4914672986
522014,United Drilling Tools Ltd.,UNIDT,UNITED DRILLING TOOLS LTD.,Active,B,10,INE961D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,4872748800
511726,Vipul Limited,VIPULLTD,VIPUL LTD.,Active,T,1,INE946H01037,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",4932172000
503722,Banswara Syntex Ltd.,BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B,5,INE629D01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,4803104000
531739,Gennex Laboratories Ltd,GENNEX,GENNEX LABORATORIES LTD.,Active,XT,1,INE509C01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,5140315846
539141,UFO Moviez India Limited,UFO,UFO Moviez India Ltd,Active,B,10,INE527H01019,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",4784038109
531119,Ceenik Exports (india) Ltd.,CEENIK,CEENIK EXPORTS (INDIA) LTD.,Active,XT,10,INE418D01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",4798708000
530245,Aryaman Financial Services Ltd.,ARYAMAN,ARYAMAN FINANCIAL SERVICES LTD.,Active,X,10,INE032E01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),4614974000
534680,SRG Housing Finance Limited,SRGHFL,SRG HOUSING FINANCE LTD.,Active,B,10,INE559N01010,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company,4716280800
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$,Active,X,100,INE938C01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,4729740000
509470,BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1,Bombay Oxygen Investments Ltd,Active,XT,100,INE01TL01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),4746292382
539195,POCL ENTERPRISES LTD,POEL,POCL Enterprises Ltd,Active,XT,10,INE035S01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,4719798000
500267,Majestic Auto Ltd.,MAJESAUT,MAJESTIC AUTO LTD.-$,Active,X,10,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,4587887000
530299,Kothari Products Ltd.,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,T,10,INE823A01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,4669669000
532408,Megasoft Ltd.,MEGASOFT,MEGASOFT LTD.,Active,T,10,INE933B01012,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,4647512520
538685,SHEMAROO ENTERTAINMENT LIMITED,SHEMAROO,Shemaroo Entertainment Ltd,Active,B,10,INE363M01019,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,4678791000
532759,ATLANTAA LIMITED,ATLANTAA,Atlantaa Ltd,Active,T,2,INE285H01022,Road Assets���Toll- Annuity- Hybrid-Annuity,Equity,Services,Services,Transport Infrastructure,"Road Assets���Toll, Annuity, Hybrid-Annuity",4305645000
537326,CHEMTECH INDUSTRIAL VALVES LIMITED,CHEMTECH,Chemtech Industrial Valves Ltd,Active,XT,10,INE212P01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,4472301779
540693,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Active,B,10,INE145Y01015,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,4561788000
543470,SoftTech Engineers Limited,SOFTTECH,Softtech Engineers Ltd,Active,B,10,INE728Z01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,4413056683
543811,AIRAN LIMITED,AIRAN,Airan Ltd,Active,T,2,INE645W01026,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,4715568579
526953,Venus Remedies Ltd.,VENUSREM,VENUS REMEDIES LTD.,Active,B,10,INE411B01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4605596000
538715,Dhabriya Polywood Limited,DHABRIYA,Dhabriya Polywood Ltd,Active,XT,10,INE260R01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,4580820000
539226,RUDRA GLOBAL INFRA PRODUCTS LIMITED,RUDRA,Rudra Global Infra Products Ltd,Active,XT,5,INE027T01023,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,4517477921
517417,Patels Airtemp (I) Ltd.,PATELSAI,PATELS AIRTEMP (INDIA) LTD.,Active,XT,10,INE082C01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,4485597000
543668,B&B Triplewall Containers Limited,BBTCL,B&B Triplewall Containers Ltd,Active,B,10,INE01EE01011,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,4532984040
524731,Jenburkt Pharmaceuticals Ltd.,JENBURPH,JENBURKT PHARMACEUTICALS LTD.,Active,X,10,INE354A01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4679201000
532774,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Active,T,10,INE020G01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,4535340000
540679,SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,Active,T,10,INE320X01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,4551861000
512527,Super Sales India Ltd.,SUPER,SUPER SALES INDIA LTD.-$,Active,X,10,INE091C01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,4419120625
532829,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Active,X,10,INE976H01018,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,4592068000
504903,Rathi Steel & Power Ltd,RATHIST,RATHI STEEL & POWER LTD.-$,Active,XT,10,INE336C01016,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,4508338470
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,B,10,INE718H01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,4443749000
507315,Sakthi Sugars Ltd.,SAKHTISUG,SAKTHI SUGARS LTD.,Active,B,10,INE623A01011,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,4556672000
539044,Manaksia Steels Limited,MANAKSTEEL,Manaksia Steels Ltd,Active,B,1,INE824Q01011,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,4505465937
539046,Manaksia Coated Metals & Industries Ltd,MANAKCOAT,Manaksia Coated Metals & Industries Ltd,Active,T,1,INE830Q01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,4528726218
514418,Mangalam Organics Limited,MANORG,Mangalam Organics Limited,Active,T,10,INE370D01013,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,4675327459
513511,Panchmahal Steel Ltd.,PANCHMAHQ,PANCHMAHAL STEEL LTD.,Active,X,10,INE798F01010,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,4265912468
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z,10,INE802G01018,Airline,Equity,Services,Services,Transport Services,Airline,4373496050
